sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00003594,2024-10-21,2024,Q4,October,Germany,Europe,Hamburg,Apple Watch Series 8,Apple Watch,N/A,Yellow,321.05,2,1,314.63,314.63,EUR,0.92,289.46,Carrier Store,EMI / Installment,Government,55+,N/A,4.3,Kept
APPL-00003595,2022-10-03,2022,Q4,October,Germany,Europe,Hanover,AirPods (2nd Gen),AirPods,N/A,White,119.29,0,3,119.29,357.87,EUR,0.92,329.24,Online (Apple.com),EMI / Installment,Education,25–34,N/A,4.2,Kept
APPL-00003596,2022-11-25,2022,Q4,November,Germany,Europe,Hanover,AirPods (3rd Gen),AirPods,N/A,White,176.24,7,2,163.9,327.8,EUR,0.92,301.58,Authorized Reseller,Cash,Individual,55+,N/A,3.4,Returned
APPL-00003597,2022-11-27,2022,Q4,November,Germany,Europe,Hanover,HomePod (2nd Gen),Accessories,N/A,Silver,306.08,15,1,260.17,260.17,EUR,0.92,239.36,Third-Party Retailer,Apple Pay,Individual,35–44,N/A,3.6,Kept
APPL-00003598,2023-05-05,2023,Q2,May,Germany,Europe,Hanover,HomePod (2nd Gen),Accessories,N/A,Black,275.33,15,1,234.03,234.03,EUR,0.92,215.31,Carrier Store,Credit Card,Government,35–44,N/A,4.2,Exchanged
APPL-00003599,2023-07-16,2023,Q3,July,Germany,Europe,Hanover,iPad Pro 11-inch (M2),iPad,1 TB,Blue,757.44,15,1,643.82,643.82,EUR,0.92,592.31,Apple Store,Debit Card,Individual,55+,N/A,4.6,Returned
APPL-00003600,2023-07-28,2023,Q3,July,Germany,Europe,Hanover,Mac Pro (M2 Ultra),Mac,1 TB SSD,Midnight,6741.57,5,1,6404.49,6404.49,EUR,0.92,5892.13,Online (Apple.com),Credit Card,Government,25–34,N/A,4.5,Kept
APPL-00003601,2023-11-21,2023,Q4,November,Germany,Europe,Hanover,iPad Pro 12.9-inch (M2),iPad,128 GB,Starlight,1104.24,0,1,1104.24,1104.24,EUR,0.92,1015.9,Online (Apple.com),Debit Card,Education,25–34,N/A,,Kept
APPL-00003602,2024-01-03,2024,Q1,January,Germany,Europe,Hanover,Apple Watch SE (2nd Gen),Apple Watch,N/A,Starlight,250.65,0,1,250.65,250.65,EUR,0.92,230.6,Authorized Reseller,Apple Pay,Education,35–44,N/A,,Kept
APPL-00003603,2024-07-09,2024,Q3,July,Germany,Europe,Hanover,iPhone 13,iPhone,64 GB,Blue Titanium,754.88,0,1,754.88,754.88,EUR,0.92,694.49,Authorized Reseller,Apple Pay,Individual,45–54,iOS 15,4.2,Kept
APPL-00003604,2024-07-18,2024,Q3,July,Germany,Europe,Hanover,iPhone 14,iPhone,1 TB,Black Titanium,754.98,0,2,754.98,1509.96,EUR,0.92,1389.16,Carrier Store,Debit Card,Individual,35–44,iOS 16,3.6,Kept
APPL-00003605,2022-01-07,2022,Q1,January,Germany,Europe,Leipzig,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Starlight,2341.28,0,6,2341.28,14047.68,EUR,0.92,12923.87,Third-Party Retailer,EMI / Installment,Business,25–34,N/A,,Returned
APPL-00003606,2022-01-17,2022,Q1,January,Germany,Europe,Leipzig,iPhone 13 Pro,iPhone,512 GB,Black,827.26,7,3,769.35,2308.05,EUR,0.92,2123.41,Carrier Store,Apple Pay,Individual,55+,iOS 15,3.4,Kept
APPL-00003607,2022-07-05,2022,Q3,July,Germany,Europe,Leipzig,iPad Pro 12.9-inch (M2),iPad,256 GB,Purple,1091.53,0,2,1091.53,2183.06,EUR,0.92,2008.42,Authorized Reseller,Debit Card,Government,55+,N/A,,Kept
APPL-00003608,2022-07-07,2022,Q3,July,Germany,Europe,Leipzig,iPhone 13,iPhone,128 GB,Starlight,688.09,3,1,667.45,667.45,EUR,0.92,614.05,Corporate / B2B,Debit Card,Education,18–24,New User,3.9,Kept
APPL-00003609,2022-08-18,2022,Q3,August,Germany,Europe,Leipzig,Mac Pro (M2 Ultra),Mac,256 GB SSD,Midnight,6641.5,0,1,6641.5,6641.5,EUR,0.92,6110.18,Apple Store,Cash,Individual,55+,N/A,4.1,Kept
APPL-00003610,2022-12-22,2022,Q4,December,Germany,Europe,Leipzig,MacBook Air 15-inch (M2),Mac,2 TB SSD,Silver,1236.62,3,1,1199.52,1199.52,EUR,0.92,1103.56,Online (Apple.com),Cash,Individual,25–34,N/A,4.8,Kept
APPL-00003611,2022-12-28,2022,Q4,December,Germany,Europe,Leipzig,iPhone 13,iPhone,64 GB,Blue Titanium,663.91,10,1,597.52,597.52,EUR,0.92,549.72,Online (Apple.com),Cash,Government,18–24,iOS 15,4.2,Kept
APPL-00003612,2023-01-11,2023,Q1,January,Germany,Europe,Leipzig,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Space Gray,2617.97,0,4,2617.97,10471.88,EUR,0.92,9634.13,Corporate / B2B,Credit Card,Business,35–44,N/A,3.3,Kept
APPL-00003613,2023-03-02,2023,Q1,March,Germany,Europe,Leipzig,iPhone 15 Plus,iPhone,64 GB,Green,860.22,7,3,800.0,2400.0,EUR,0.92,2208.0,Corporate / B2B,Cash,Individual,25–34,New User,4.8,Kept
APPL-00003614,2023-03-03,2023,Q1,March,Germany,Europe,Leipzig,AirPods Max,AirPods,N/A,Sky,529.36,0,1,529.36,529.36,EUR,0.92,487.01,Carrier Store,Debit Card,Business,18–24,N/A,,Kept
APPL-00003615,2023-04-08,2023,Q2,April,Germany,Europe,Leipzig,Magic Mouse,Accessories,N/A,White,83.25,0,1,83.25,83.25,EUR,0.92,76.59,Authorized Reseller,Cash,Government,18–24,N/A,4.9,Kept
APPL-00003616,2023-05-11,2023,Q2,May,Germany,Europe,Leipzig,MacBook Air 13-inch (M2),Mac,2 TB SSD,Space Gray,1076.97,7,1,1001.58,1001.58,EUR,0.92,921.45,Authorized Reseller,Apple Pay,Education,35–44,N/A,3.0,Kept
APPL-00003617,2023-11-21,2023,Q4,November,Germany,Europe,Leipzig,AirPods Max,AirPods,N/A,White,553.22,2,1,542.16,542.16,EUR,0.92,498.79,Corporate / B2B,Net Banking,Individual,25–34,N/A,,Returned
APPL-00003618,2024-01-14,2024,Q1,January,Germany,Europe,Leipzig,iPad Pro 11-inch (M2),iPad,2 TB,Purple,739.78,5,4,702.79,2811.16,EUR,0.92,2586.27,Online (Apple.com),Credit Card,Business,45–54,N/A,,Kept
APPL-00003619,2024-01-20,2024,Q1,January,Germany,Europe,Leipzig,iMac 24-inch (M3),Mac,512 GB SSD,Space Gray,1327.21,15,5,1128.13,5640.65,EUR,0.92,5189.4,Third-Party Retailer,EMI / Installment,Education,18–24,N/A,,Kept
APPL-00003620,2024-02-06,2024,Q1,February,Germany,Europe,Leipzig,Magic Keyboard,Accessories,N/A,Silver,97.28,15,2,82.69,165.38,EUR,0.92,152.15,Apple Store,EMI / Installment,Individual,35–44,N/A,4.9,Kept
APPL-00003621,2024-06-21,2024,Q2,June,Germany,Europe,Leipzig,Magic Keyboard,Accessories,N/A,White,100.2,15,1,85.17,85.17,EUR,0.92,78.36,Online (Apple.com),EMI / Installment,Government,35–44,N/A,4.2,Kept
APPL-00003622,2024-10-13,2024,Q4,October,Germany,Europe,Leipzig,Apple Watch Ultra 2,Apple Watch,N/A,Titanium,789.48,2,2,773.69,1547.38,EUR,0.92,1423.59,Online (Apple.com),Cash,Business,35–44,N/A,,Kept
APPL-00003623,2024-10-31,2024,Q4,October,Germany,Europe,Leipzig,iPhone 14 Pro,iPhone,256 GB,Black,930.98,3,1,903.05,903.05,EUR,0.92,830.81,Authorized Reseller,Debit Card,Business,55+,Android,,Kept
APPL-00003624,2024-12-05,2024,Q4,December,Germany,Europe,Leipzig,iPhone 15 Pro Max,iPhone,512 GB,Product Red,1129.28,5,4,1072.82,4291.28,EUR,0.92,3947.98,Apple Store,Gift Card,Business,55+,iOS 15,4.2,Kept
APPL-00003625,2022-01-11,2022,Q1,January,Germany,Europe,Munich,iPhone 13,iPhone,512 GB,Black Titanium,734.92,3,1,712.87,712.87,EUR,0.92,655.84,Carrier Store,Net Banking,Education,25–34,iOS 17,3.4,Kept
APPL-00003626,2022-06-30,2022,Q2,June,Germany,Europe,Munich,Apple Watch Series 8,Apple Watch,N/A,Titanium,284.23,2,3,278.55,835.65,EUR,0.92,768.8,Authorized Reseller,Gift Card,Individual,18–24,N/A,,Kept
APPL-00003627,2022-11-06,2022,Q4,November,Germany,Europe,Munich,Apple Watch SE (2nd Gen),Apple Watch,N/A,Product Red,235.52,0,1,235.52,235.52,EUR,0.92,216.68,Third-Party Retailer,Credit Card,Individual,55+,N/A,3.7,Returned
APPL-00003628,2022-11-29,2022,Q4,November,Germany,Europe,Munich,iPhone 15 Pro Max,iPhone,256 GB,Product Red,1143.58,15,1,972.04,972.04,EUR,0.92,894.28,Authorized Reseller,Debit Card,Business,45–54,Other,3.6,Kept
APPL-00003629,2023-04-22,2023,Q2,April,Germany,Europe,Munich,iPhone 13 Mini,iPhone,64 GB,Green,598.67,0,3,598.67,1796.01,EUR,0.92,1652.33,Corporate / B2B,Apple Pay,Education,18–24,iOS 15,3.4,Kept
APPL-00003630,2023-06-03,2023,Q2,June,Germany,Europe,Munich,HomePod (2nd Gen),Accessories,N/A,Silver,283.17,0,1,283.17,283.17,EUR,0.92,260.52,Apple Store,Credit Card,Education,25–34,N/A,4.2,Kept
APPL-00003631,2023-11-12,2023,Q4,November,Germany,Europe,Munich,AirPods Max,AirPods,N/A,White,592.89,0,1,592.89,592.89,EUR,0.92,545.46,Apple Store,Net Banking,Education,35–44,N/A,,Exchanged
APPL-00003632,2024-01-10,2024,Q1,January,Germany,Europe,Munich,iPhone 13,iPhone,1 TB,Silver,722.76,3,1,701.08,701.08,EUR,0.92,644.99,Third-Party Retailer,EMI / Installment,Individual,55+,iOS 17,4.3,Kept
APPL-00003633,2024-02-05,2024,Q1,February,Germany,Europe,Munich,iPhone 14,iPhone,256 GB,Silver,763.25,0,1,763.25,763.25,EUR,0.92,702.19,Third-Party Retailer,Net Banking,Education,18–24,iOS 17,3.8,Kept
APPL-00003634,2024-03-17,2024,Q1,March,Germany,Europe,Munich,iPad (10th Generation),iPad,1 TB,Silver,429.84,0,4,429.84,1719.36,EUR,0.92,1581.81,Carrier Store,Debit Card,Government,55+,N/A,,Kept
APPL-00003635,2024-03-19,2024,Q1,March,Germany,Europe,Munich,MacBook Air 15-inch (M2),Mac,2 TB SSD,Starlight,1327.12,10,1,1194.41,1194.41,EUR,0.92,1098.86,Corporate / B2B,Apple Pay,Business,45–54,N/A,,Kept
APPL-00003636,2024-05-14,2024,Q2,May,Germany,Europe,Munich,AirPods Max,AirPods,N/A,White,561.41,5,2,533.34,1066.68,EUR,0.92,981.35,Carrier Store,Debit Card,Individual,18–24,N/A,4.8,Kept
APPL-00003637,2024-07-09,2024,Q3,July,Germany,Europe,Munich,iPhone 15 Pro Max,iPhone,256 GB,Natural Titanium,1252.34,2,1,1227.29,1227.29,EUR,0.92,1129.11,Third-Party Retailer,Debit Card,Individual,25–34,iOS 15,3.6,Kept
APPL-00003638,2024-10-30,2024,Q4,October,Germany,Europe,Munich,iPhone 15 Plus,iPhone,256 GB,Midnight,884.07,0,2,884.07,1768.14,EUR,0.92,1626.69,Corporate / B2B,EMI / Installment,Individual,45–54,iOS 15,,Kept
APPL-00003639,2024-11-18,2024,Q4,November,Germany,Europe,Munich,iPhone 13 Pro,iPhone,512 GB,Starlight,941.57,7,1,875.66,875.66,EUR,0.92,805.61,Online (Apple.com),Debit Card,Business,45–54,iOS 16,3.6,Kept
APPL-00003640,2024-11-26,2024,Q4,November,Germany,Europe,Munich,Apple Watch Series 8,Apple Watch,N/A,Natural,297.3,7,1,276.49,276.49,EUR,0.92,254.37,Online (Apple.com),Gift Card,Government,55+,N/A,4.2,Returned
APPL-00003641,2022-01-21,2022,Q1,January,Germany,Europe,Nuremberg,AirPods (2nd Gen),AirPods,N/A,White,124.77,0,1,124.77,124.77,EUR,0.92,114.79,Online (Apple.com),Apple Pay,Business,45–54,N/A,4.9,Kept
APPL-00003642,2022-03-21,2022,Q1,March,Germany,Europe,Nuremberg,Apple Watch SE (2nd Gen),Apple Watch,N/A,Midnight,243.1,10,1,218.79,218.79,EUR,0.92,201.29,Apple Store,Net Banking,Education,18–24,N/A,3.9,Kept
APPL-00003643,2022-10-06,2022,Q4,October,Germany,Europe,Nuremberg,AirPods (3rd Gen),AirPods,N/A,Midnight,163.01,10,1,146.71,146.71,EUR,0.92,134.97,Apple Store,Debit Card,Business,35–44,N/A,,Kept
APPL-00003644,2022-11-09,2022,Q4,November,Germany,Europe,Nuremberg,Apple Watch Series 9,Apple Watch,N/A,Titanium,430.31,5,3,408.79,1226.37,EUR,0.92,1128.26,Authorized Reseller,Gift Card,Individual,35–44,N/A,,Kept
APPL-00003645,2022-11-22,2022,Q4,November,Germany,Europe,Nuremberg,iPhone SE (3rd Gen),iPhone,128 GB,Silver,438.93,7,3,408.2,1224.6,EUR,0.92,1126.63,Corporate / B2B,Net Banking,Business,35–44,New User,3.4,Kept
APPL-00003646,2022-12-07,2022,Q4,December,Germany,Europe,Nuremberg,Apple Watch Series 8,Apple Watch,N/A,Natural,287.81,7,2,267.66,535.32,EUR,0.92,492.49,Online (Apple.com),Gift Card,Business,45–54,N/A,4.2,Kept
APPL-00003647,2023-01-25,2023,Q1,January,Germany,Europe,Nuremberg,Apple Watch SE (2nd Gen),Apple Watch,N/A,Silver,264.68,10,2,238.21,476.42,EUR,0.92,438.31,Authorized Reseller,Gift Card,Government,25–34,N/A,3.5,Kept
APPL-00003648,2023-02-19,2023,Q1,February,Germany,Europe,Nuremberg,Apple TV 4K (3rd Gen),Accessories,N/A,Silver,126.18,0,1,126.18,126.18,EUR,0.92,116.09,Third-Party Retailer,Credit Card,Education,55+,N/A,4.7,Kept
APPL-00003649,2023-03-25,2023,Q1,March,Germany,Europe,Nuremberg,Apple Pencil (1st Gen),Accessories,N/A,Silver,98.17,2,1,96.21,96.21,EUR,0.92,88.51,Third-Party Retailer,Apple Pay,Business,18–24,N/A,,Kept
APPL-00003650,2023-04-27,2023,Q2,April,Germany,Europe,Nuremberg,HomePod (2nd Gen),Accessories,N/A,White,316.64,7,1,294.48,294.48,EUR,0.92,270.92,Carrier Store,Net Banking,Business,35–44,N/A,4.2,Kept
APPL-00003651,2023-05-13,2023,Q2,May,Germany,Europe,Nuremberg,Apple Watch Ultra 2,Apple Watch,N/A,Product Red,845.23,0,2,845.23,1690.46,EUR,0.92,1555.22,Carrier Store,Debit Card,Education,45–54,N/A,3.9,Kept
APPL-00003652,2023-05-22,2023,Q2,May,Germany,Europe,Nuremberg,iPad Pro 12.9-inch (M2),iPad,512 GB,Purple,1084.0,0,1,1084.0,1084.0,EUR,0.92,997.28,Carrier Store,EMI / Installment,Government,18–24,N/A,3.6,Exchanged
APPL-00003653,2023-06-27,2023,Q2,June,Germany,Europe,Nuremberg,iPhone 14 Pro Max,iPhone,1 TB,Natural Titanium,990.88,0,1,990.88,990.88,EUR,0.92,911.61,Online (Apple.com),Cash,Business,55+,Other,4.3,Kept
APPL-00003654,2023-08-04,2023,Q3,August,Germany,Europe,Nuremberg,Mac mini (M2),Mac,256 GB SSD,Space Gray,575.22,0,1,575.22,575.22,EUR,0.92,529.2,Third-Party Retailer,Cash,Business,55+,N/A,4.4,Kept
APPL-00003655,2023-08-05,2023,Q3,August,Germany,Europe,Nuremberg,Magic Keyboard,Accessories,N/A,Space Gray,103.43,3,5,100.33,501.65,EUR,0.92,461.52,Apple Store,Cash,Business,18–24,N/A,4.0,Kept
APPL-00003656,2023-08-18,2023,Q3,August,Germany,Europe,Nuremberg,Apple Pencil (2nd Gen),Accessories,N/A,White,138.89,0,1,138.89,138.89,EUR,0.92,127.78,Corporate / B2B,Gift Card,Business,55+,N/A,3.8,Kept
APPL-00003657,2023-08-20,2023,Q3,August,Germany,Europe,Nuremberg,MacBook Air 15-inch (M2),Mac,1 TB SSD,Gold,1330.76,0,1,1330.76,1330.76,EUR,0.92,1224.3,Online (Apple.com),Credit Card,Business,25–34,N/A,4.1,Kept
APPL-00003658,2023-09-23,2023,Q3,September,Germany,Europe,Nuremberg,iPhone 13 Mini,iPhone,1 TB,Green,587.72,5,1,558.33,558.33,EUR,0.92,513.66,Corporate / B2B,Net Banking,Education,45–54,Android,3.7,Kept
APPL-00003659,2024-02-15,2024,Q1,February,Germany,Europe,Nuremberg,iPhone 15,iPhone,512 GB,Product Red,759.32,0,2,759.32,1518.64,EUR,0.92,1397.15,Third-Party Retailer,EMI / Installment,Education,25–34,iOS 15,4.6,Kept
APPL-00003660,2024-03-03,2024,Q1,March,Germany,Europe,Nuremberg,AirPods (3rd Gen),AirPods,N/A,Midnight,157.27,15,1,133.68,133.68,EUR,0.92,122.99,Corporate / B2B,EMI / Installment,Business,55+,N/A,3.4,Kept
APPL-00003661,2024-06-13,2024,Q2,June,Germany,Europe,Nuremberg,iPhone 15,iPhone,128 GB,Black Titanium,858.75,2,1,841.57,841.57,EUR,0.92,774.24,Carrier Store,Apple Pay,Government,18–24,iOS 15,4.6,Returned
APPL-00003662,2024-10-31,2024,Q4,October,Germany,Europe,Nuremberg,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Gold,2025.21,2,1,1984.71,1984.71,EUR,0.92,1825.93,Apple Store,Debit Card,Individual,45–54,N/A,4.9,Kept
APPL-00003663,2024-11-08,2024,Q4,November,Germany,Europe,Nuremberg,iPhone 14 Plus,iPhone,512 GB,Yellow,827.45,0,1,827.45,827.45,EUR,0.92,761.25,Carrier Store,Debit Card,Business,18–24,New User,4.4,Kept
APPL-00003664,2024-12-28,2024,Q4,December,Germany,Europe,Nuremberg,iPhone 15 Plus,iPhone,512 GB,Starlight,963.67,0,2,963.67,1927.34,EUR,0.92,1773.15,Third-Party Retailer,Cash,Business,18–24,New User,,Kept
APPL-00003665,2022-02-04,2022,Q1,February,Germany,Europe,Stuttgart,iPad Air (M1),iPad,2 TB,Gold,581.01,2,2,569.39,1138.78,EUR,0.92,1047.68,Corporate / B2B,Gift Card,Business,55+,N/A,4.0,Exchanged
APPL-00003666,2022-06-12,2022,Q2,June,Germany,Europe,Stuttgart,iPhone 13,iPhone,128 GB,Silver,717.52,10,1,645.77,645.77,EUR,0.92,594.11,Apple Store,Net Banking,Government,55+,Android,3.1,Kept
APPL-00003667,2022-11-29,2022,Q4,November,Germany,Europe,Stuttgart,iPhone 15 Plus,iPhone,64 GB,White Titanium,933.83,0,4,933.83,3735.32,EUR,0.92,3436.49,Apple Store,Net Banking,Individual,25–34,Other,4.5,Kept
APPL-00003668,2023-01-10,2023,Q1,January,Germany,Europe,Stuttgart,Magic Keyboard,Accessories,N/A,Black,98.1,3,1,95.16,95.16,EUR,0.92,87.55,Apple Store,Cash,Business,18–24,N/A,3.2,Kept
APPL-00003669,2023-05-14,2023,Q2,May,Germany,Europe,Stuttgart,iPhone 13 Pro Max,iPhone,128 GB,White Titanium,1064.89,10,1,958.4,958.4,EUR,0.92,881.73,Apple Store,Credit Card,Education,55+,Android,3.9,Kept
APPL-00003670,2023-05-17,2023,Q2,May,Germany,Europe,Stuttgart,iPhone 15 Pro Max,iPhone,64 GB,Natural Titanium,1149.71,0,3,1149.71,3449.13,EUR,0.92,3173.2,Apple Store,Debit Card,Education,35–44,Other,3.7,Kept
APPL-00003671,2023-05-29,2023,Q2,May,Germany,Europe,Stuttgart,iPhone 14 Plus,iPhone,128 GB,White Titanium,941.15,10,2,847.03,1694.06,EUR,0.92,1558.54,Corporate / B2B,Debit Card,Education,18–24,Android,3.2,Kept
APPL-00003672,2023-07-27,2023,Q3,July,Germany,Europe,Stuttgart,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Starlight,1909.39,0,2,1909.39,3818.78,EUR,0.92,3513.28,Third-Party Retailer,Debit Card,Education,35–44,N/A,3.9,Kept
APPL-00003673,2023-08-12,2023,Q3,August,Germany,Europe,Stuttgart,iPhone 14 Plus,iPhone,512 GB,Product Red,933.83,0,2,933.83,1867.66,EUR,0.92,1718.25,Online (Apple.com),Credit Card,Individual,55+,Android,,Kept
APPL-00003674,2024-03-07,2024,Q1,March,Germany,Europe,Stuttgart,iPhone 15 Pro Max,iPhone,256 GB,Product Red,1233.22,0,2,1233.22,2466.44,EUR,0.92,2269.12,Third-Party Retailer,Debit Card,Business,45–54,iOS 15,,Kept
APPL-00003675,2022-07-23,2022,Q3,July,Germany,Europe,Wuppertal,AirPods (3rd Gen),AirPods,N/A,Midnight,165.68,5,1,157.4,157.4,EUR,0.92,144.81,Carrier Store,Gift Card,Education,55+,N/A,3.0,Kept
APPL-00003676,2022-07-29,2022,Q3,July,Germany,Europe,Wuppertal,iPhone 13,iPhone,512 GB,Deep Purple,736.44,0,1,736.44,736.44,EUR,0.92,677.52,Third-Party Retailer,Gift Card,Education,55+,Other,,Kept
APPL-00003677,2022-10-25,2022,Q4,October,Germany,Europe,Wuppertal,iPhone 15 Pro,iPhone,128 GB,Deep Purple,1057.41,0,2,1057.41,2114.82,EUR,0.92,1945.63,Authorized Reseller,Net Banking,Government,18–24,iOS 17,4.0,Kept
APPL-00003678,2023-05-14,2023,Q2,May,Germany,Europe,Wuppertal,iPhone 13 Pro,iPhone,64 GB,White Titanium,935.27,15,1,794.98,794.98,EUR,0.92,731.38,Authorized Reseller,Apple Pay,Individual,55+,iOS 17,3.0,Kept
APPL-00003679,2023-06-21,2023,Q2,June,Germany,Europe,Wuppertal,HomePod mini,Accessories,N/A,White,96.12,0,1,96.12,96.12,EUR,0.92,88.43,Carrier Store,Apple Pay,Individual,35–44,N/A,3.4,Kept
APPL-00003680,2023-07-13,2023,Q3,July,Germany,Europe,Wuppertal,Magic Trackpad,Accessories,N/A,Space Gray,133.16,2,1,130.5,130.5,EUR,0.92,120.06,Carrier Store,Cash,Individual,35–44,N/A,3.3,Kept
APPL-00003681,2023-08-06,2023,Q3,August,Germany,Europe,Wuppertal,Apple Watch Series 9,Apple Watch,N/A,Starlight,402.58,5,2,382.45,764.9,EUR,0.92,703.71,Online (Apple.com),EMI / Installment,Government,45–54,N/A,,Kept
APPL-00003682,2024-08-01,2024,Q3,August,Germany,Europe,Wuppertal,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Silver,2337.5,0,1,2337.5,2337.5,EUR,0.92,2150.5,Apple Store,Credit Card,Business,18–24,N/A,,Returned
APPL-00003683,2024-09-25,2024,Q3,September,Germany,Europe,Wuppertal,iPhone 13 Pro,iPhone,128 GB,Midnight,847.66,7,3,788.32,2364.96,EUR,0.92,2175.76,Carrier Store,Cash,Individual,55+,New User,3.1,Kept
APPL-00003684,2024-11-27,2024,Q4,November,Germany,Europe,Wuppertal,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Starlight,2116.24,15,1,1798.8,1798.8,EUR,0.92,1654.9,Third-Party Retailer,Credit Card,Business,35–44,N/A,4.3,Kept
APPL-00003685,2022-01-21,2022,Q1,January,Hong Kong,Asia,Central,Apple TV 4K (3rd Gen),Accessories,N/A,White,137.74,0,8,137.74,1101.92,HKD,7.82,8617.01,Third-Party Retailer,Net Banking,Individual,55+,N/A,3.8,Kept
APPL-00003686,2022-02-26,2022,Q1,February,Hong Kong,Asia,Central,Apple Watch SE (2nd Gen),Apple Watch,N/A,Midnight,249.07,7,2,231.64,463.28,HKD,7.82,3622.85,Third-Party Retailer,Gift Card,Government,55+,N/A,4.1,Kept
APPL-00003687,2022-05-06,2022,Q2,May,Hong Kong,Asia,Central,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Space Gray,1985.82,0,3,1985.82,5957.46,HKD,7.82,46587.34,Authorized Reseller,Credit Card,Education,25–34,N/A,4.8,Kept
APPL-00003688,2022-05-20,2022,Q2,May,Hong Kong,Asia,Central,Apple Pencil (1st Gen),Accessories,N/A,White,91.21,5,1,86.65,86.65,HKD,7.82,677.6,Apple Store,Credit Card,Business,35–44,N/A,4.4,Kept
APPL-00003689,2022-06-16,2022,Q2,June,Hong Kong,Asia,Central,iPhone 15,iPhone,256 GB,Deep Purple,736.09,0,1,736.09,736.09,HKD,7.82,5756.22,Online (Apple.com),Credit Card,Education,45–54,Android,4.9,Kept
APPL-00003690,2022-12-31,2022,Q4,December,Hong Kong,Asia,Central,HomePod (2nd Gen),Accessories,N/A,Space Gray,289.45,10,5,260.5,1302.5,HKD,7.82,10185.55,Online (Apple.com),Gift Card,Government,45–54,N/A,4.8,Kept
APPL-00003691,2023-01-10,2023,Q1,January,Hong Kong,Asia,Central,iPhone 15 Plus,iPhone,64 GB,Green,956.58,2,7,937.45,6562.15,HKD,7.82,51316.01,Authorized Reseller,Credit Card,Education,55+,New User,4.0,Returned
APPL-00003692,2023-05-01,2023,Q2,May,Hong Kong,Asia,Central,Mac mini (M2),Mac,1 TB SSD,Silver,628.33,2,2,615.76,1231.52,HKD,7.82,9630.49,Third-Party Retailer,Debit Card,Government,45–54,N/A,3.4,Returned
APPL-00003693,2023-05-29,2023,Q2,May,Hong Kong,Asia,Central,MacBook Air 13-inch (M2),Mac,256 GB SSD,Starlight,1164.03,15,4,989.43,3957.72,HKD,7.82,30949.37,Apple Store,Credit Card,Government,45–54,N/A,5.0,Kept
APPL-00003694,2023-07-03,2023,Q3,July,Hong Kong,Asia,Central,Apple TV 4K (3rd Gen),Accessories,N/A,Black,126.76,0,6,126.76,760.56,HKD,7.82,5947.58,Third-Party Retailer,Apple Pay,Education,35–44,N/A,4.4,Kept
APPL-00003695,2023-07-15,2023,Q3,July,Hong Kong,Asia,Central,iPhone 13,iPhone,64 GB,Black Titanium,686.17,7,2,638.14,1276.28,HKD,7.82,9980.51,Authorized Reseller,Cash,Government,35–44,New User,3.5,Kept
APPL-00003696,2023-08-19,2023,Q3,August,Hong Kong,Asia,Central,iPhone 14 Pro,iPhone,64 GB,Product Red,930.42,10,1,837.38,837.38,HKD,7.82,6548.31,Third-Party Retailer,Apple Pay,Education,18–24,iOS 17,3.5,Kept
APPL-00003697,2023-08-23,2023,Q3,August,Hong Kong,Asia,Central,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Gold,1867.5,0,1,1867.5,1867.5,HKD,7.82,14603.85,Carrier Store,EMI / Installment,Education,35–44,N/A,3.7,Kept
APPL-00003698,2023-12-04,2023,Q4,December,Hong Kong,Asia,Central,Apple Watch SE (2nd Gen),Apple Watch,N/A,Natural,243.78,2,3,238.9,716.7,HKD,7.82,5604.59,Third-Party Retailer,Debit Card,Business,18–24,N/A,,Kept
APPL-00003699,2023-12-28,2023,Q4,December,Hong Kong,Asia,Central,iPhone 14 Pro,iPhone,64 GB,Silver,962.94,10,1,866.65,866.65,HKD,7.82,6777.2,Third-Party Retailer,Net Banking,Individual,35–44,iOS 17,,Kept
APPL-00003700,2024-07-19,2024,Q3,July,Hong Kong,Asia,Central,Apple Watch SE (2nd Gen),Apple Watch,N/A,Titanium,263.77,10,1,237.39,237.39,HKD,7.82,1856.39,Authorized Reseller,Gift Card,Government,18–24,N/A,3.8,Kept
APPL-00003701,2024-09-17,2024,Q3,September,Hong Kong,Asia,Central,Magic Mouse,Accessories,N/A,Silver,73.3,0,1,73.3,73.3,HKD,7.82,573.21,Apple Store,Net Banking,Individual,35–44,N/A,,Kept
APPL-00003702,2024-10-01,2024,Q4,October,Hong Kong,Asia,Central,iPhone 13 Pro,iPhone,256 GB,Product Red,933.99,10,2,840.59,1681.18,HKD,7.82,13146.83,Corporate / B2B,Net Banking,Business,25–34,iOS 15,,Kept
